PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
1.0543577574582752,2.9546141108740986,0,2,1
-1.0459598111051274,-0.2653270237191683,1,2,1
-1.1293670362430672,-1.03502475568263,1,3,0
-1.8253544756210414,0.5137377389020871,1,0,0
-0.9406421891526737,-1.0899607632220931,1,3,0
-0.8392096665429013,-0.6017471708539172,1,3,0
1.5606428190189565,-1.8772888734033069,2,2,-1
-0.8755307678089657,0.5176231847355617,0,0,0
-1.957202496231524,-0.27205932822198065,1,3,0
0.4409235108251949,1.194748113074339,0,0,0
-1.0052008585505505,-0.8068490734778886,1,3,0
-0.9545485823459275,0.2579607568533753,1,0,0
-0.6910190680015021,0.82879309436136,0,0,0
0.8357054003921592,1.1561708162637145,0,2,1
0.6707851813332918,-0.9215892458474657,1,0,0
-0.14080083188188133,-2.7459433594333316,1,3,0
4.136792044741572,0.5425815761913737,2,1,1
0.14412505298644002,-0.8724971294288435,1,2,1
-0.9019276666212483,1.0310118463673663,0,2,1
-1.0411917042790282,0.41414210355364983,0,0,0
-0.9566200376661556,0.3172326860397493,1,0,0
-0.9579507689315402,-0.7378331646153016,1,0,0
-2.640269923345616,-0.12497825968099056,1,3,0
-2.559546835963798,-0.6081225363703352,1,3,0
-0.47714931294598684,-0.5880347153912465,1,3,0
-0.12185435481697997,-1.621796450614488,1,3,0
2.6218039606838888,-1.262165336713868,2,1,1
1.5195749165621701,-1.583072975165349,2,1,0
0.6862946242085279,-2.6082112460551867,1,2,1
-0.08762036620029316,-1.743312393058134,1,2,1
-0.48336627684318323,-0.7059693791571683,1,3,0
-1.4881010519683784,1.709005452707762,0,0,0
0.08224028250217183,0.5278627253424699,0,0,0
-0.03542300991574983,0.5784920920702699,0,0,0
-0.3752813195484665,-1.1570461275785289,1,3,0
-2.434200886011256,-0.583824501276638,1,3,0
0.021094080771423353,-2.5647057037949965,1,3,0
3.95292674672672,-0.5920556684011208,2,1,1
-1.4149998215256567,0.7375273770225551,0,0,0
0.35411189846061075,1.020931370421956,0,0,0
2.4652323742790556,-1.1802638426267569,2,1,1
-0.4159874391893586,1.3463824063813978,0,0,0
0.9014654508298257,0.47896088644412066,0,0,0
1.0419494866696861,2.3121835479245134,0,1,1
1.5739866995219423,1.3462226888660476,2,1,-1
-1.7203704716788275,-0.8898218305139102,1,3,0
-0.1750511202029072,-0.9472593309220783,1,3,0
-0.4700040191083745,-1.48612400945861,1,2,1
-0.03781565845375114,1.0842036250556002,0,0,0
-0.5570371380275069,0.6173989059139213,0,0,0
1.0375820733136372,0.86798515200124,0,1,1
2.743474365854951,-0.49074959547905556,2,1,1
1.0596107188264987,-1.2240084495945855,2,2,1
-0.3956466593612213,0.7792428974954798,0,2,1
-0.17027644594980065,-1.6587738830636163,1,3,0
1.434096407958557,1.3404366920088542,0,0,0
-0.08588995912096022,0.48815937864620124,0,0,0
2.6062865458775004,0.0354418521149127,2,1,1
0.9180453555928184,-0.7561583402744003,2,1,0
-1.9291729341802042,-0.11676529118743759,1,3,0
1.062715259311403,-0.27600803246719774,2,1,0
-0.059759226472194185,-2.3667545573127384,1,3,0
1.2066820092151807,1.723706387766066,0,0,0
-0.7702747138889486,2.728524329383333,0,2,1
-0.5405934533378088,-0.4106282266451892,1,3,0
-0.1860672601014085,1.2251887322993444,0,0,0
